 &plot nbnd=  86, nks=    50 /
    3.249    3.463    3.483    3.675    3.734    4.173
            0.000000  0.142857 -0.153731
  -53.138  -53.123  -53.121  -53.107  -52.964  -52.949  -52.949  -52.934  -29.381  -29.378
  -29.338  -29.338  -29.331  -29.300  -29.273  -29.248  -29.210  -29.172  -29.162  -29.136
  -29.132  -29.126  -29.117  -29.115  -29.101  -29.099  -29.093  -29.092  -28.976  -28.952
  -28.920  -28.897   -9.940   -8.551   -8.497   -8.412   -8.220   -7.485   -7.434   -7.419
   -3.892   -3.644   -3.175   -2.946   -2.867   -2.693   -2.497   -1.959   -1.566   -1.536
   -1.338   -1.248   -1.107   -0.854   -0.654   -0.627   -0.358   -0.222    0.058    0.080
    0.192    0.211    0.898    0.918    1.092    1.160    1.216    1.317    1.576    1.583
    1.769    2.042    2.077    2.457    2.511    2.662    2.703    2.795    2.898    3.094
    3.249    3.463    3.483    3.675    3.734    4.173
            0.000000  0.285714  0.083853
  -53.135  -53.125  -53.119  -53.109  -52.962  -52.951  -52.946  -52.936  -29.372  -29.349
  -29.344  -29.326  -29.307  -29.303  -29.269  -29.251  -29.196  -29.174  -29.167  -29.139
  -29.127  -29.122  -29.113  -29.112  -29.105  -29.104  -29.096  -29.096  -29.013  -28.987
  -28.916  -28.901   -9.758   -8.804   -8.373   -8.369   -8.240   -7.691   -7.423   -7.412
   -3.521   -3.489   -3.020   -2.886   -2.858   -2.763   -2.489   -1.835   -1.617   -1.463
   -1.445   -1.344   -1.308   -0.890   -0.828   -0.665   -0.476   -0.467    0.145    0.216
    0.408    0.498    0.534    0.933    1.083    1.121    1.210    1.373    1.512    1.521
    1.938    2.002    2.035    2.250    2.265    2.561    2.587    2.601    2.700    3.291
    3.397    3.497    3.579    3.652    3.748    3.852
            0.000000  0.285714 -0.111804
  -53.135  -53.125  -53.119  -53.109  -52.962  -52.951  -52.946  -52.936  -29.372  -29.349
  -29.344  -29.326  -29.307  -29.303  -29.269  -29.251  -29.196  -29.174  -29.167  -29.139
  -29.127  -29.122  -29.113  -29.112  -29.105  -29.104  -29.096  -29.096  -29.013  -28.987
  -28.916  -28.901   -9.758   -8.804   -8.373   -8.369   -8.240   -7.691   -7.423   -7.412
   -3.521   -3.489   -3.020   -2.886   -2.858   -2.763   -2.489   -1.835   -1.617   -1.463
   -1.445   -1.344   -1.308   -0.890   -0.828   -0.665   -0.476   -0.467    0.145    0.216
    0.408    0.498    0.534    0.933    1.083    1.121    1.210    1.373    1.512    1.521
    1.938    2.002    2.035    2.250    2.265    2.561    2.587    2.601    2.700    3.291
    3.397    3.497    3.579    3.652    3.748    3.852
            0.000000  0.428571  0.125780
  -53.132  -53.129  -53.116  -53.112  -52.958  -52.954  -52.943  -52.939  -29.363  -29.353
  -29.320  -29.316  -29.295  -29.266  -29.264  -29.254  -29.244  -29.212  -29.123  -29.120
  -29.117  -29.112  -29.110  -29.108  -29.107  -29.102  -29.101  -29.091  -29.066  -29.036
  -28.911  -28.906   -9.479   -9.141   -8.322   -8.274   -8.174   -7.937   -7.412   -7.409
   -3.271   -3.150   -3.025   -2.927   -2.852   -2.817   -2.127   -1.874   -1.869   -1.692
   -1.337   -1.287   -1.186   -1.094   -1.064   -0.901   -0.377   -0.312   -0.061    0.049
    0.402    0.618    0.745    0.857    1.009    1.097    1.356    1.551    1.576    1.690
    1.834    2.003    2.048    2.060    2.163    2.243    2.275    2.449    2.762    3.053
    3.413    3.496    3.539    3.581    3.745    3.958
            0.000000  0.428571 -0.069878
  -53.132  -53.129  -53.116  -53.112  -52.958  -52.954  -52.943  -52.939  -29.363  -29.353
  -29.320  -29.316  -29.295  -29.266  -29.264  -29.254  -29.244  -29.212  -29.123  -29.120
  -29.117  -29.112  -29.110  -29.108  -29.107  -29.102  -29.101  -29.091  -29.066  -29.036
  -28.911  -28.906   -9.479   -9.141   -8.322   -8.274   -8.174   -7.937   -7.412   -7.409
   -3.271   -3.150   -3.025   -2.927   -2.852   -2.817   -2.127   -1.874   -1.869   -1.692
   -1.337   -1.287   -1.186   -1.094   -1.064   -0.901   -0.377   -0.312   -0.061    0.049
    0.402    0.618    0.745    0.857    1.009    1.097    1.356    1.551    1.576    1.690
    1.834    2.003    2.048    2.060    2.163    2.243    2.275    2.449    2.762    3.053
    3.413    3.497    3.539    3.581    3.745    3.958
            0.142857  0.142857  0.083853
  -53.137  -53.122  -53.122  -53.108  -52.963  -52.949  -52.948  -52.934  -29.379  -29.367
  -29.340  -29.328  -29.328  -29.297  -29.273  -29.248  -29.208  -29.174  -29.161  -29.137
  -29.136  -29.133  -29.115  -29.112  -29.109  -29.104  -29.087  -29.085  -28.975  -28.954
  -28.931  -28.908   -9.883   -8.536   -8.525   -8.448   -8.239   -7.476   -7.470   -7.427
   -3.831   -3.528   -3.061   -2.971   -2.831   -2.623   -2.589   -1.813   -1.733   -1.557
   -1.290   -1.205   -1.194   -0.756   -0.713   -0.636   -0.384   -0.258   -0.079   -0.061
    0.221    0.441    0.943    1.009    1.016    1.081    1.139    1.207    1.543    1.579
    1.804    1.912    2.016    2.501    2.529    2.605    2.747    2.781    2.823    3.159
    3.220    3.344    3.410    3.519    3.995    4.135
            0.142857  0.142857 -0.111804
  -53.137  -53.122  -53.122  -53.108  -52.963  -52.949  -52.948  -52.934  -29.379  -29.367
  -29.340  -29.328  -29.328  -29.297  -29.273  -29.248  -29.208  -29.174  -29.161  -29.137
  -29.136  -29.134  -29.116  -29.112  -29.109  -29.104  -29.087  -29.085  -28.975  -28.954
  -28.931  -28.908   -9.883   -8.536   -8.525   -8.448   -8.239   -7.476   -7.470   -7.427
   -3.831   -3.528   -3.061   -2.971   -2.831   -2.623   -2.589   -1.813   -1.733   -1.557
   -1.290   -1.205   -1.194   -0.756   -0.713   -0.636   -0.384   -0.258   -0.079   -0.061
    0.221    0.441    0.943    1.009    1.016    1.081    1.139    1.207    1.543    1.579
    1.804    1.912    2.016    2.501    2.529    2.605    2.747    2.781    2.823    3.159
    3.220    3.344    3.410    3.519    3.995    4.135
            0.142857  0.285714  0.125780
  -53.135  -53.124  -53.120  -53.110  -52.961  -52.950  -52.947  -52.937  -29.361  -29.347
  -29.334  -29.324  -29.309  -29.301  -29.269  -29.251  -29.195  -29.173  -29.169  -29.141
  -29.133  -29.129  -29.116  -29.111  -29.108  -29.105  -29.091  -29.089  -29.012  -28.988
  -28.928  -28.912   -9.705   -8.779   -8.471   -8.325   -8.273   -7.673   -7.457   -7.427
   -3.465   -3.375   -2.908   -2.883   -2.806   -2.755   -2.428   -1.738   -1.577   -1.575
   -1.496   -1.348   -1.285   -0.942   -0.821   -0.718   -0.531   -0.507   -0.038    0.033
    0.462    0.572    0.677    0.741    0.990    1.155    1.201    1.288    1.518    1.565
    1.827    1.889    1.951    2.141    2.233    2.553    2.732    2.788    2.833    3.246
    3.330    3.335    3.466    3.785    3.864    4.016
            0.142857  0.285714 -0.069878
  -53.135  -53.124  -53.120  -53.110  -52.961  -52.950  -52.947  -52.937  -29.361  -29.347
  -29.334  -29.324  -29.309  -29.301  -29.269  -29.251  -29.195  -29.173  -29.169  -29.141
  -29.133  -29.129  -29.116  -29.111  -29.108  -29.105  -29.091  -29.089  -29.012  -28.988
  -28.928  -28.912   -9.705   -8.779   -8.471   -8.325   -8.273   -7.673   -7.457   -7.427
   -3.465   -3.375   -2.908   -2.883   -2.806   -2.755   -2.428   -1.738   -1.577   -1.575
   -1.496   -1.348   -1.285   -0.942   -0.821   -0.718   -0.531   -0.507   -0.038    0.033
    0.462    0.572    0.677    0.741    0.990    1.155    1.201    1.288    1.518    1.565
    1.827    1.889    1.951    2.141    2.233    2.553    2.732    2.788    2.833    3.246
    3.330    3.335    3.466    3.785    3.864    4.025
            0.142857  0.428571  0.167706
  -53.131  -53.128  -53.116  -53.113  -52.957  -52.954  -52.944  -52.940  -29.353  -29.343
  -29.318  -29.314  -29.293  -29.267  -29.264  -29.254  -29.243  -29.214  -29.127  -29.122
  -29.122  -29.121  -29.115  -29.105  -29.100  -29.098  -29.094  -29.092  -29.064  -29.038
  -28.923  -28.917   -9.433   -9.104   -8.400   -8.329   -8.136   -7.909   -7.442   -7.432
   -3.171   -3.087   -2.958   -2.861   -2.768   -2.756   -2.096   -1.829   -1.804   -1.703
   -1.360   -1.350   -1.164   -1.130   -1.065   -0.899   -0.614   -0.546   -0.057    0.099
    0.240    0.374    0.721    0.922    0.998    1.152    1.393    1.560    1.608    1.626
    1.709    1.795    1.839    1.840    2.091    2.293    2.662    2.735    2.885    3.078
    3.345    3.352    3.642    3.769    3.771    3.836
            0.142857  0.428571 -0.027951
  -53.131  -53.128  -53.116  -53.113  -52.957  -52.954  -52.944  -52.940  -29.353  -29.343
  -29.318  -29.314  -29.293  -29.267  -29.264  -29.254  -29.243  -29.214  -29.127  -29.122
  -29.122  -29.121  -29.115  -29.105  -29.100  -29.098  -29.094  -29.092  -29.064  -29.038
  -28.923  -28.917   -9.433   -9.104   -8.400   -8.329   -8.136   -7.909   -7.442   -7.432
   -3.171   -3.087   -2.958   -2.861   -2.768   -2.756   -2.096   -1.829   -1.804   -1.703
   -1.360   -1.350   -1.164   -1.130   -1.065   -0.899   -0.614   -0.546   -0.057    0.099
    0.240    0.374    0.721    0.922    0.998    1.152    1.393    1.560    1.608    1.626
    1.709    1.795    1.839    1.840    2.091    2.293    2.662    2.735    2.885    3.078
    3.345    3.352    3.642    3.769    3.771    3.836
            0.142857 -0.428571 -0.083853
  -53.131  -53.128  -53.116  -53.113  -52.957  -52.954  -52.944  -52.940  -29.353  -29.343
  -29.318  -29.314  -29.293  -29.267  -29.264  -29.254  -29.243  -29.214  -29.127  -29.122
  -29.122  -29.121  -29.115  -29.105  -29.100  -29.098  -29.094  -29.092  -29.064  -29.038
  -28.923  -28.917   -9.433   -9.104   -8.400   -8.329   -8.136   -7.909   -7.442   -7.432
   -3.171   -3.087   -2.958   -2.861   -2.768   -2.756   -2.096   -1.829   -1.804   -1.703
   -1.360   -1.350   -1.164   -1.130   -1.065   -0.899   -0.614   -0.546   -0.057    0.099
    0.240    0.374    0.721    0.922    0.998    1.152    1.393    1.560    1.608    1.626
    1.709    1.795    1.839    1.840    2.091    2.293    2.662    2.735    2.885    3.077
    3.345    3.352    3.642    3.769    3.771    3.836
            0.142857 -0.428571 -0.279510
  -53.131  -53.128  -53.116  -53.113  -52.958  -52.954  -52.944  -52.940  -29.353  -29.343
  -29.318  -29.314  -29.293  -29.267  -29.264  -29.254  -29.243  -29.214  -29.127  -29.123
  -29.122  -29.121  -29.115  -29.105  -29.100  -29.098  -29.094  -29.092  -29.064  -29.038
  -28.923  -28.917   -9.433   -9.104   -8.400   -8.329   -8.136   -7.909   -7.442   -7.432
   -3.171   -3.087   -2.958   -2.861   -2.768   -2.756   -2.096   -1.829   -1.804   -1.703
   -1.360   -1.350   -1.164   -1.130   -1.065   -0.899   -0.614   -0.546   -0.057    0.099
    0.240    0.374    0.721    0.922    0.998    1.152    1.393    1.560    1.608    1.626
    1.709    1.795    1.839    1.840    2.091    2.293    2.662    2.735    2.885    3.077
    3.345    3.352    3.642    3.769    3.771    3.836
            0.142857 -0.285714 -0.041927
  -53.135  -53.124  -53.120  -53.110  -52.961  -52.950  -52.947  -52.937  -29.361  -29.347
  -29.334  -29.324  -29.309  -29.301  -29.269  -29.251  -29.195  -29.173  -29.169  -29.141
  -29.133  -29.129  -29.116  -29.111  -29.108  -29.105  -29.091  -29.089  -29.012  -28.988
  -28.928  -28.912   -9.705   -8.779   -8.471   -8.325   -8.273   -7.673   -7.457   -7.427
   -3.465   -3.375   -2.908   -2.883   -2.806   -2.755   -2.428   -1.738   -1.577   -1.575
   -1.496   -1.348   -1.285   -0.942   -0.821   -0.718   -0.531   -0.507   -0.038    0.033
    0.462    0.572    0.677    0.741    0.990    1.155    1.201    1.288    1.518    1.565
    1.827    1.889    1.951    2.141    2.233    2.553    2.732    2.788    2.833    3.246
    3.330    3.335    3.466    3.785    3.864    4.016
            0.142857 -0.285714 -0.237584
  -53.135  -53.124  -53.120  -53.110  -52.961  -52.950  -52.947  -52.937  -29.361  -29.347
  -29.334  -29.324  -29.309  -29.301  -29.269  -29.251  -29.195  -29.173  -29.169  -29.141
  -29.133  -29.129  -29.116  -29.111  -29.108  -29.105  -29.091  -29.089  -29.012  -28.988
  -28.928  -28.912   -9.705   -8.779   -8.471   -8.325   -8.273   -7.673   -7.457   -7.427
   -3.465   -3.375   -2.908   -2.883   -2.806   -2.755   -2.428   -1.738   -1.577   -1.575
   -1.496   -1.348   -1.285   -0.942   -0.821   -0.718   -0.531   -0.507   -0.038    0.033
    0.462    0.572    0.677    0.741    0.990    1.155    1.201    1.288    1.518    1.565
    1.827    1.889    1.951    2.141    2.233    2.553    2.732    2.788    2.833    3.246
    3.330    3.335    3.466    3.785    3.864    4.016
            0.142857 -0.142857 -0.000000
  -53.137  -53.122  -53.122  -53.108  -52.963  -52.949  -52.948  -52.934  -29.379  -29.367
  -29.340  -29.328  -29.328  -29.297  -29.273  -29.248  -29.208  -29.174  -29.161  -29.137
  -29.136  -29.133  -29.116  -29.112  -29.109  -29.104  -29.087  -29.085  -28.975  -28.954
  -28.931  -28.908   -9.883   -8.536   -8.525   -8.448   -8.239   -7.476   -7.470   -7.427
   -3.831   -3.528   -3.061   -2.971   -2.831   -2.623   -2.589   -1.813   -1.733   -1.557
   -1.290   -1.205   -1.194   -0.756   -0.713   -0.636   -0.384   -0.258   -0.079   -0.061
    0.221    0.441    0.943    1.009    1.016    1.081    1.139    1.207    1.543    1.579
    1.804    1.912    2.016    2.501    2.529    2.605    2.747    2.781    2.823    3.159
    3.220    3.344    3.410    3.519    3.995    4.135
            0.142857 -0.142857 -0.195657
  -53.137  -53.122  -53.122  -53.108  -52.963  -52.949  -52.948  -52.934  -29.379  -29.367
  -29.340  -29.328  -29.328  -29.297  -29.273  -29.248  -29.208  -29.174  -29.161  -29.137
  -29.136  -29.133  -29.116  -29.112  -29.109  -29.104  -29.087  -29.085  -28.975  -28.954
  -28.931  -28.908   -9.883   -8.536   -8.525   -8.448   -8.239   -7.476   -7.470   -7.427
   -3.831   -3.528   -3.061   -2.971   -2.831   -2.623   -2.589   -1.813   -1.733   -1.557
   -1.290   -1.205   -1.194   -0.756   -0.713   -0.636   -0.384   -0.258   -0.079   -0.061
    0.221    0.441    0.943    1.009    1.016    1.081    1.139    1.207    1.543    1.579
    1.804    1.912    2.016    2.501    2.529    2.605    2.747    2.781    2.823    3.159
    3.220    3.344    3.410    3.519    3.995    4.135
            0.285714  0.285714  0.167706
  -53.132  -53.122  -53.122  -53.112  -52.959  -52.949  -52.948  -52.939  -29.341  -29.333
  -29.317  -29.317  -29.305  -29.294  -29.268  -29.251  -29.191  -29.173  -29.168  -29.168
  -29.150  -29.146  -29.124  -29.105  -29.104  -29.088  -29.088  -29.067  -29.008  -28.992
  -28.959  -28.942   -9.552   -8.718   -8.709   -8.362   -8.198   -7.623   -7.592   -7.448
   -3.315   -3.045   -2.892   -2.694   -2.665   -2.643   -2.279   -1.832   -1.637   -1.524
   -1.489   -1.442   -1.184   -1.078   -1.026   -0.860   -0.611   -0.462   -0.293   -0.079
    0.207    0.517    0.579    0.748    0.986    1.037    1.226    1.297    1.339    1.685
    1.782    1.832    1.833    1.869    2.215    2.397    2.980    3.007    3.078    3.156
    3.212    3.251    3.363    3.750    3.824    4.185
            0.285714  0.285714 -0.027951
  -53.132  -53.122  -53.122  -53.112  -52.959  -52.949  -52.948  -52.939  -29.341  -29.333
  -29.317  -29.317  -29.305  -29.294  -29.268  -29.251  -29.191  -29.173  -29.168  -29.168
  -29.150  -29.146  -29.124  -29.105  -29.104  -29.088  -29.088  -29.067  -29.008  -28.992
  -28.959  -28.942   -9.552   -8.718   -8.709   -8.362   -8.198   -7.623   -7.592   -7.448
   -3.315   -3.045   -2.892   -2.694   -2.665   -2.643   -2.279   -1.832   -1.637   -1.524
   -1.489   -1.442   -1.184   -1.078   -1.026   -0.860   -0.611   -0.462   -0.293   -0.079
    0.207    0.517    0.579    0.748    0.986    1.037    1.226    1.297    1.339    1.685
    1.782    1.832    1.833    1.869    2.215    2.397    2.980    3.007    3.078    3.156
    3.212    3.251    3.363    3.750    3.824    4.185
            0.285714  0.428571  0.209633
  -53.129  -53.125  -53.119  -53.115  -52.955  -52.952  -52.946  -52.942  -29.325  -29.316
  -29.311  -29.308  -29.287  -29.271  -29.263  -29.255  -29.238  -29.218  -29.162  -29.156
  -29.117  -29.117  -29.111  -29.099  -29.097  -29.093  -29.081  -29.073  -29.060  -29.042
  -28.954  -28.948   -9.301   -9.001   -8.599   -8.471   -8.031   -7.830   -7.545   -7.494
   -2.915   -2.876   -2.762   -2.671   -2.645   -2.510   -2.052   -1.783   -1.774   -1.690
   -1.445   -1.421   -1.262   -1.114   -1.105   -1.019   -0.968   -0.838   -0.212   -0.109
    0.020    0.223    0.623    0.696    1.207    1.209    1.293    1.355    1.441    1.620
    1.655    1.680    1.724    1.733    2.072    2.203    2.999    3.085    3.123    3.152
    3.306    3.431    3.445    3.625    3.963    4.037
            0.285714  0.428571  0.013976
  -53.129  -53.125  -53.119  -53.115  -52.955  -52.952  -52.946  -52.942  -29.325  -29.316
  -29.311  -29.308  -29.287  -29.271  -29.263  -29.255  -29.238  -29.218  -29.162  -29.156
  -29.117  -29.117  -29.110  -29.099  -29.097  -29.093  -29.081  -29.073  -29.060  -29.042
  -28.954  -28.948   -9.301   -9.001   -8.599   -8.471   -8.031   -7.830   -7.545   -7.494
   -2.915   -2.876   -2.762   -2.671   -2.645   -2.510   -2.052   -1.783   -1.774   -1.690
   -1.445   -1.421   -1.262   -1.114   -1.105   -1.019   -0.968   -0.838   -0.212   -0.109
    0.020    0.223    0.623    0.696    1.207    1.209    1.293    1.355    1.441    1.620
    1.655    1.680    1.724    1.733    2.072    2.203    2.999    3.085    3.123    3.152
    3.306    3.431    3.445    3.625    3.963    4.037
            0.285714 -0.428571 -0.041927
  -53.129  -53.125  -53.119  -53.115  -52.955  -52.952  -52.946  -52.942  -29.325  -29.316
  -29.311  -29.308  -29.287  -29.271  -29.263  -29.255  -29.238  -29.218  -29.162  -29.156
  -29.117  -29.117  -29.111  -29.099  -29.097  -29.093  -29.081  -29.073  -29.060  -29.042
  -28.954  -28.948   -9.301   -9.001   -8.599   -8.471   -8.031   -7.830   -7.545   -7.494
   -2.915   -2.876   -2.762   -2.671   -2.645   -2.510   -2.052   -1.783   -1.774   -1.690
   -1.445   -1.421   -1.262   -1.114   -1.105   -1.019   -0.968   -0.838   -0.212   -0.109
    0.020    0.223    0.623    0.696    1.207    1.209    1.293    1.355    1.441    1.620
    1.655    1.680    1.724    1.733    2.072    2.203    2.999    3.085    3.123    3.152
    3.306    3.431    3.445    3.625    3.963    4.037
            0.285714 -0.428571 -0.237584
  -53.129  -53.125  -53.119  -53.115  -52.955  -52.952  -52.946  -52.942  -29.325  -29.316
  -29.311  -29.308  -29.287  -29.271  -29.263  -29.255  -29.238  -29.218  -29.162  -29.156
  -29.117  -29.117  -29.111  -29.099  -29.097  -29.093  -29.081  -29.073  -29.060  -29.042
  -28.954  -28.948   -9.301   -9.001   -8.599   -8.471   -8.031   -7.830   -7.545   -7.494
   -2.915   -2.876   -2.762   -2.671   -2.645   -2.510   -2.052   -1.783   -1.774   -1.690
   -1.445   -1.421   -1.262   -1.114   -1.105   -1.019   -0.968   -0.838   -0.212   -0.109
    0.020    0.223    0.623    0.696    1.207    1.209    1.293    1.355    1.441    1.620
    1.655    1.680    1.724    1.733    2.072    2.203    2.999    3.085    3.123    3.152
    3.306    3.431    3.445    3.625    3.963    4.037
            0.285714 -0.285714  0.000000
  -53.132  -53.122  -53.122  -53.112  -52.959  -52.949  -52.948  -52.939  -29.341  -29.333
  -29.317  -29.317  -29.305  -29.294  -29.268  -29.251  -29.191  -29.173  -29.168  -29.168
  -29.150  -29.146  -29.124  -29.105  -29.104  -29.088  -29.088  -29.067  -29.008  -28.992
  -28.959  -28.942   -9.552   -8.718   -8.709   -8.362   -8.198   -7.623   -7.592   -7.448
   -3.315   -3.045   -2.892   -2.694   -2.665   -2.643   -2.279   -1.832   -1.637   -1.524
   -1.489   -1.442   -1.184   -1.078   -1.026   -0.860   -0.611   -0.462   -0.293   -0.079
    0.207    0.517    0.579    0.748    0.986    1.037    1.226    1.297    1.339    1.685
    1.782    1.832    1.833    1.869    2.215    2.397    2.980    3.007    3.078    3.156
    3.212    3.251    3.363    3.750    3.824    4.185
            0.285714 -0.285714 -0.195657
  -53.132  -53.122  -53.122  -53.112  -52.959  -52.949  -52.948  -52.939  -29.341  -29.333
  -29.317  -29.317  -29.305  -29.294  -29.268  -29.251  -29.191  -29.173  -29.168  -29.168
  -29.150  -29.146  -29.124  -29.105  -29.104  -29.088  -29.088  -29.067  -29.008  -28.992
  -28.959  -28.942   -9.552   -8.718   -8.709   -8.362   -8.198   -7.623   -7.592   -7.448
   -3.315   -3.045   -2.892   -2.694   -2.665   -2.643   -2.279   -1.832   -1.637   -1.524
   -1.489   -1.442   -1.184   -1.078   -1.026   -0.860   -0.611   -0.462   -0.293   -0.079
    0.207    0.517    0.579    0.748    0.986    1.037    1.226    1.297    1.339    1.685
    1.782    1.832    1.833    1.869    2.215    2.397    2.980    3.007    3.078    3.156
    3.212    3.251    3.363    3.750    3.824    4.185
            0.428571  0.428571  0.251559
  -53.126  -53.122  -53.122  -53.118  -52.952  -52.949  -52.949  -52.945  -29.302  -29.301
  -29.299  -29.296  -29.280  -29.273  -29.250  -29.243  -29.232  -29.225  -29.208  -29.201
  -29.111  -29.109  -29.105  -29.103  -29.102  -29.097  -29.054  -29.050  -29.041  -29.036
  -28.997  -28.991   -9.098   -8.850   -8.844   -8.657   -7.876   -7.717   -7.701   -7.596
   -2.702   -2.607   -2.436   -2.404   -2.401   -2.226   -2.121   -1.965   -1.935   -1.782
   -1.700   -1.695   -1.219   -1.172   -1.117   -1.024   -0.900   -0.762   -0.666   -0.588
    0.176    0.297    0.412    0.448    1.082    1.093    1.225    1.317    1.506    1.614
    1.628    1.677    1.805    1.812    1.940    2.014    3.142    3.170    3.215    3.256
    3.362    3.476    3.482    3.691    3.947    4.155
            0.428571  0.428571  0.055902
  -53.126  -53.122  -53.122  -53.118  -52.952  -52.949  -52.949  -52.945  -29.302  -29.301
  -29.299  -29.296  -29.280  -29.273  -29.250  -29.243  -29.232  -29.225  -29.208  -29.201
  -29.111  -29.109  -29.105  -29.103  -29.102  -29.097  -29.054  -29.050  -29.041  -29.036
  -28.997  -28.991   -9.098   -8.850   -8.844   -8.657   -7.876   -7.717   -7.701   -7.596
   -2.702   -2.607   -2.436   -2.404   -2.401   -2.226   -2.121   -1.965   -1.935   -1.782
   -1.700   -1.695   -1.219   -1.172   -1.117   -1.024   -0.900   -0.762   -0.666   -0.588
    0.176    0.297    0.412    0.448    1.082    1.093    1.225    1.317    1.506    1.614
    1.628    1.677    1.805    1.812    1.940    2.014    3.142    3.170    3.215    3.256
    3.362    3.476    3.482    3.691    3.946    4.155
            0.428571 -0.428571 -0.000000
  -53.126  -53.122  -53.122  -53.118  -52.952  -52.949  -52.949  -52.945  -29.302  -29.301
  -29.299  -29.296  -29.280  -29.273  -29.250  -29.243  -29.232  -29.225  -29.208  -29.201
  -29.111  -29.109  -29.105  -29.103  -29.102  -29.097  -29.054  -29.050  -29.041  -29.036
  -28.997  -28.991   -9.098   -8.850   -8.844   -8.657   -7.876   -7.717   -7.701   -7.596
   -2.702   -2.607   -2.436   -2.404   -2.401   -2.226   -2.121   -1.965   -1.935   -1.782
   -1.700   -1.695   -1.219   -1.172   -1.117   -1.024   -0.900   -0.762   -0.666   -0.588
    0.176    0.297    0.412    0.448    1.082    1.093    1.225    1.317    1.506    1.614
    1.628    1.677    1.805    1.812    1.940    2.014    3.142    3.170    3.215    3.256
    3.362    3.476    3.482    3.691    3.946    4.155
            0.428571 -0.428571 -0.195657
  -53.126  -53.122  -53.122  -53.118  -52.952  -52.949  -52.949  -52.945  -29.302  -29.301
  -29.299  -29.296  -29.280  -29.273  -29.250  -29.243  -29.232  -29.225  -29.208  -29.201
  -29.111  -29.109  -29.105  -29.103  -29.101  -29.097  -29.054  -29.050  -29.041  -29.036
  -28.997  -28.991   -9.098   -8.850   -8.844   -8.657   -7.876   -7.717   -7.701   -7.596
   -2.702   -2.607   -2.436   -2.404   -2.401   -2.226   -2.121   -1.965   -1.935   -1.782
   -1.700   -1.695   -1.219   -1.172   -1.117   -1.024   -0.900   -0.762   -0.666   -0.588
    0.176    0.297    0.412    0.448    1.082    1.093    1.225    1.317    1.506    1.614
    1.628    1.677    1.805    1.812    1.940    2.014    3.142    3.170    3.215    3.256
    3.362    3.476    3.482    3.691    3.946    4.155
           -0.142857  0.000000 -0.041927
  -53.138  -53.123  -53.121  -53.107  -52.964  -52.950  -52.947  -52.933  -29.391  -29.369
  -29.351  -29.330  -29.326  -29.296  -29.274  -29.246  -29.220  -29.186  -29.149  -29.138
  -29.135  -29.126  -29.117  -29.111  -29.110  -29.102  -29.085  -29.084  -28.962  -28.941
