  0.00000000E+00  0.86531931E+01
  0.54939997E-02  0.86538854E+01
  0.10987999E-01  0.86553061E+01
  0.16481999E-01  0.86574511E+01
  0.21975999E-01  0.86603148E+01
  0.27469999E-01  0.86638907E+01
  0.32963998E-01  0.86681708E+01
  0.38457998E-01  0.86731464E+01
  0.43951998E-01  0.86788073E+01
  0.49445997E-01  0.86851426E+01
  0.54939997E-01  0.86921405E+01
  0.60433997E-01  0.86997883E+01
  0.65927997E-01  0.87080728E+01
  0.71421996E-01  0.87169799E+01
  0.76915996E-01  0.87264954E+01
  0.82409996E-01  0.87366045E+01
  0.87903995E-01  0.87472921E+01
  0.93397995E-01  0.87585432E+01
  0.98891995E-01  0.87703425E+01
  0.10438599E+00  0.87826748E+01
  0.10987999E+00  0.87955254E+01
  0.11537399E+00  0.88088794E+01
  0.12086799E+00  0.88227226E+01
  0.12636199E+00  0.88370411E+01
  0.13185599E+00  0.88518216E+01
  0.13734999E+00  0.88670515E+01
  0.14284399E+00  0.88827187E+01
  0.14833799E+00  0.88988119E+01
  0.15383199E+00  0.89153207E+01
  0.15932599E+00  0.89322355E+01
  0.16481999E+00  0.89495474E+01
  0.17031399E+00  0.89672486E+01
  0.17580799E+00  0.89853319E+01
  0.18130199E+00  0.90037914E+01
  0.18679599E+00  0.90226215E+01
  0.19228999E+00  0.90418180E+01
  0.19778399E+00  0.90613770E+01
  0.20327799E+00  0.90812958E+01
  0.20877199E+00  0.91015722E+01
  0.21426599E+00  0.91222045E+01
  0.21975999E+00  0.91431918E+01
  0.22525399E+00  0.91645335E+01
  0.23074799E+00  0.91862297E+01
  0.23624199E+00  0.92082805E+01
  0.24173599E+00  0.92306863E+01
  0.24722999E+00  0.92534478E+01
  0.25272399E+00  0.92765655E+01
  0.25821799E+00  0.93000400E+01
  0.26371199E+00  0.93238716E+01
  0.26920599E+00  0.93480604E+01
  0.27469999E+00  0.93726061E+01
  0.28019399E+00  0.93975079E+01
  0.28568799E+00  0.94227645E+01
  0.29118199E+00  0.94483739E+01
  0.29667598E+00  0.94743335E+01
  0.30216998E+00  0.95006398E+01
  0.30766398E+00  0.95272884E+01
  0.31315798E+00  0.95542741E+01
  0.31865198E+00  0.95815908E+01
  0.32414598E+00  0.96092313E+01
  0.32963998E+00  0.96371873E+01
  0.33513398E+00  0.96654497E+01
  0.34062798E+00  0.96940082E+01
  0.34612198E+00  0.97228516E+01
